Date,^GSPC,BTC-USD,2% or less,Crypto 5day retur,Consecutive SP down,,
12/19/17,-0.32%,-8%,0,0%,0,,
12/20/17,-0.08%,-6%,0,0%,0,,
12/21/17,0.20%,-5%,0,0%,0,,
12/22/17,-0.05%,-13%,0,0%,0,,
12/26/17,-0.11%,15%,0,0%,0,,
12/27/17,0.08%,-2%,0,0%,0,,
12/28/17,0.18%,-7%,0,0%,0,,
12/29/17,-0.52%,0%,0,0%,0,,
1/2/18,0.83%,3%,0,0%,0,,
1/3/18,0.64%,3%,0,0%,0,,
1/4/18,0.40%,0%,0,0%,0,,
1/5/18,0.70%,12%,0,0%,0,,
1/8/18,0.17%,-12%,0,0%,0,,
1/9/18,0.13%,-3%,0,0%,0,,
1/10/18,-0.11%,3%,0,0%,0,,
1/11/18,0.70%,-11%,0,0%,0,,
1/12/18,0.67%,4%,0,0%,0,,
1/16/18,-0.35%,-18%,0,0%,0,,
1/17/18,0.94%,-1%,0,0%,0,,
1/18/18,-0.16%,0%,0,0%,0,,
1/19/18,0.44%,3%,0,0%,0,,
1/22/18,0.81%,-6%,0,0%,0,,
1/23/18,0.22%,0%,0,0%,0,,
1/24/18,-0.06%,5%,0,0%,0,,
1/25/18,0.06%,-2%,0,0%,0,,
1/26/18,1.18%,-1%,0,0%,0,,
1/29/18,-0.67%,1%,0,0%,0,,
1/30/18,-1.09%,-10%,0,0%,0,,
1/31/18,0.05%,1%,0,0%,0,,
2/1/18,-0.06%,-11%,0,0%,0,,
2/2/18,-2.12%,-3%,1,-1%,1,,
2/5/18,-4.10%,-22%,1,4%,0,,
2/6/18,1.74%,11%,0,0%,0,,
2/7/18,-0.50%,-1%,0,0%,0,,
2/8/18,-3.75%,9%,1,29%,0,,
2/9/18,1.49%,5%,0,0%,0,,
2/12/18,1.39%,2%,0,0%,0,,
2/13/18,0.26%,-4%,0,0%,0,,
2/14/18,1.34%,11%,0,0%,0,,
2/15/18,1.21%,6%,0,0%,0,,
2/16/18,0.04%,2%,0,0%,0,,
2/20/18,-0.58%,10%,0,0%,0,,
2/21/18,-0.55%,-7%,0,0%,0,,
2/22/18,0.10%,-6%,0,0%,0,,
2/23/18,1.60%,3%,0,0%,0,,
2/26/18,1.18%,1%,0,0%,0,,
2/27/18,-1.27%,3%,0,0%,0,,
2/28/18,-1.11%,-2%,0,0%,0,,
3/1/18,-1.33%,6%,0,0%,0,,
3/2/18,0.51%,1%,0,0%,0,,
3/5/18,1.10%,4%,0,0%,0,,
3/6/18,0.26%,-6%,0,0%,0,,
3/7/18,-0.05%,-8%,0,0%,0,,
3/8/18,0.45%,-6%,0,0%,0,,
3/9/18,1.74%,-1%,0,0%,0,,
3/12/18,-0.13%,-1%,0,0%,0,,
3/13/18,-0.64%,0%,0,0%,0,,
3/14/18,-0.57%,-10%,0,0%,0,,
3/15/18,-0.08%,1%,0,0%,0,,
3/16/18,0.17%,0%,0,0%,0,,
3/19/18,-1.42%,4%,0,0%,0,,
3/20/18,0.15%,3%,0,0%,0,,
3/21/18,-0.18%,0%,0,0%,0,,
3/22/18,-2.52%,-2%,1,-25%,1,,
3/23/18,-2.10%,2%,1,-14%,0,,
3/26/18,2.72%,-13%,0,0%,0,,
3/27/18,-1.73%,2%,0,0%,0,,
3/28/18,-0.29%,-11%,0,0%,0,,
3/29/18,1.38%,-4%,0,0%,0,,
4/2/18,-2.23%,8%,1,1%,0,,
4/3/18,1.26%,-8%,0,0%,0,,
4/4/18,1.16%,0%,0,0%,0,,
4/5/18,0.69%,-2%,0,0%,0,,
4/6/18,-2.19%,4%,1,20%,0,,
4/9/18,0.33%,-1%,0,0%,0,,
4/10/18,1.67%,2%,0,0%,0,,
4/11/18,-0.55%,14%,0,0%,0,,
4/12/18,0.83%,0%,0,0%,0,,
4/13/18,-0.29%,2%,0,0%,0,,
4/16/18,0.81%,-1%,0,0%,0,,
4/17/18,1.07%,3%,0,0%,0,,
4/18/18,0.08%,1%,0,0%,0,,
4/19/18,-0.57%,7%,0,0%,0,,
4/20/18,-0.85%,1%,0,0%,0,,
4/23/18,0.01%,8%,0,0%,0,,
4/24/18,-1.34%,-8%,0,0%,0,,
4/25/18,0.18%,5%,0,0%,0,,
4/26/18,1.04%,-4%,0,0%,0,,
4/27/18,0.11%,5%,0,0%,0,,
4/30/18,-0.82%,-3%,0,0%,0,,
5/1/18,0.25%,2%,0,0%,0,,
5/2/18,-0.72%,6%,0,0%,0,,
5/3/18,-0.23%,0%,0,0%,0,,
5/4/18,1.28%,2%,0,0%,0,,
5/7/18,0.35%,-7%,0,0%,0,,
5/8/18,-0.03%,1%,0,0%,0,,
5/9/18,0.97%,-3%,0,0%,0,,
5/10/18,0.94%,-7%,0,0%,0,,
5/11/18,0.17%,1%,0,0%,0,,
5/14/18,0.09%,0%,0,0%,0,,
5/15/18,-0.68%,-2%,0,0%,0,,
5/16/18,0.41%,-3%,0,0%,0,,
5/17/18,-0.09%,2%,0,0%,0,,
5/18/18,-0.26%,0%,0,0%,0,,
5/21/18,0.74%,-3%,0,0%,0,,
5/22/18,-0.31%,-6%,0,0%,0,,
5/23/18,0.32%,1%,0,0%,0,,
5/24/18,-0.20%,-1%,0,0%,0,,
5/25/18,-0.24%,-2%,0,0%,0,,
5/29/18,-1.16%,1%,0,0%,0,,
5/30/18,1.27%,1%,0,0%,0,,
5/31/18,-0.69%,0%,0,0%,0,,
6/1/18,1.08%,1%,0,0%,0,,
6/4/18,0.45%,0%,0,0%,0,,
6/5/18,0.07%,0%,0,0%,0,,
6/6/18,0.86%,1%,0,0%,0,,
6/7/18,-0.07%,-1%,0,0%,0,,
6/8/18,0.31%,-1%,0,0%,0,,
6/11/18,0.11%,-13%,0,0%,0,,
6/12/18,0.17%,-4%,0,0%,0,,
6/13/18,-0.40%,5%,0,0%,0,,
6/14/18,0.25%,-4%,0,0%,0,,
6/15/18,-0.10%,2%,0,0%,0,,
6/18/18,-0.21%,4%,0,0%,0,,
6/19/18,-0.40%,0%,0,0%,0,,
6/20/18,0.17%,-1%,0,0%,0,,
6/21/18,-0.63%,-10%,0,0%,0,,
6/22/18,0.19%,2%,0,0%,0,,
6/25/18,-1.37%,-1%,0,0%,0,,
6/26/18,0.22%,1%,0,0%,0,,
6/27/18,-0.86%,-4%,0,0%,0,,
6/28/18,0.62%,6%,0,0%,0,,
6/29/18,0.08%,3%,0,0%,0,,
7/2/18,0.31%,2%,0,0%,0,,
7/3/18,-0.49%,1%,0,0%,0,,
7/5/18,0.86%,0%,0,0%,0,,
7/6/18,0.85%,2%,0,0%,0,,
7/9/18,0.88%,-7%,0,0%,0,,
7/10/18,0.35%,1%,0,0%,0,,
7/11/18,-0.71%,-2%,0,0%,0,,
7/12/18,0.87%,0%,0,0%,0,,
7/13/18,0.11%,1%,0,0%,0,,
7/16/18,-0.10%,17%,0,0%,0,,
7/17/18,0.40%,1%,0,0%,0,,
7/18/18,0.22%,1%,0,0%,0,,
7/19/18,-0.40%,-2%,0,0%,0,,
7/20/18,-0.09%,1%,0,0%,0,,
7/23/18,0.18%,13%,0,0%,0,,
7/24/18,0.48%,-3%,0,0%,0,,
7/25/18,0.91%,-3%,0,0%,0,,
7/26/18,-0.30%,3%,0,0%,0,,
7/27/18,-0.66%,1%,0,0%,0,,
7/30/18,-0.58%,-6%,0,0%,0,,
7/31/18,0.49%,-2%,0,0%,0,,
8/1/18,-0.10%,-1%,0,0%,0,,
8/2/18,0.49%,-2%,0,0%,0,,
8/3/18,0.46%,-5%,0,0%,0,,
8/6/18,0.35%,-4%,0,0%,0,,
8/7/18,0.28%,-7%,0,0%,0,,
8/8/18,-0.03%,4%,0,0%,0,,
8/9/18,-0.14%,-6%,0,0%,0,,
8/10/18,-0.71%,1%,0,0%,0,,
8/13/18,-0.40%,-1%,0,0%,0,,
8/14/18,0.64%,1%,0,0%,0,,
8/15/18,-0.76%,1%,0,0%,0,,
8/16/18,0.79%,4%,0,0%,0,,
8/17/18,0.33%,-3%,0,0%,0,,
8/20/18,0.24%,1%,0,0%,0,,
8/21/18,0.21%,-2%,0,0%,0,,
8/22/18,-0.04%,3%,0,0%,0,,
8/23/18,-0.17%,3%,0,0%,0,,
8/24/18,0.62%,1%,0,0%,0,,
8/27/18,0.77%,5%,0,0%,0,,
8/28/18,0.03%,-1%,0,0%,0,,
8/29/18,0.57%,-1%,0,0%,0,,
8/30/18,-0.44%,0%,0,0%,0,,
8/31/18,0.01%,3%,0,0%,0,,
9/4/18,-0.17%,-7%,0,0%,0,,
9/5/18,-0.28%,-3%,0,0%,0,,
9/6/18,-0.37%,-2%,0,0%,0,,
9/7/18,-0.22%,-3%,0,0%,0,,
9/10/18,0.19%,2%,0,0%,0,,
9/11/18,0.37%,1%,0,0%,0,,
9/12/18,0.04%,2%,0,0%,0,,
9/13/18,0.53%,0%,0,0%,0,,
9/14/18,0.03%,1%,0,0%,0,,
9/17/18,-0.56%,-3%,0,0%,0,,
9/18/18,0.54%,1%,0,0%,0,,
9/19/18,0.13%,2%,0,0%,0,,
9/20/18,0.78%,4%,0,0%,0,,
9/21/18,-0.04%,-1%,0,0%,0,,
9/24/18,-0.35%,-4%,0,0%,0,,
9/25/18,-0.13%,0%,0,0%,0,,
9/26/18,-0.33%,3%,0,0%,0,,
9/27/18,0.28%,-1%,0,0%,0,,
9/28/18,0.00%,0%,0,0%,0,,
10/1/18,0.36%,-1%,0,0%,0,,
10/2/18,-0.04%,-1%,0,0%,0,,
10/3/18,0.07%,1%,0,0%,0,,
10/4/18,-0.82%,1%,0,0%,0,,
10/5/18,-0.55%,-1%,0,0%,0,,
10/8/18,-0.04%,1%,0,0%,0,,
10/9/18,-0.14%,-1%,0,0%,0,,
10/10/18,-3.29%,-6%,1,-1%,1,,
10/11/18,-2.06%,1%,1,4%,0,,
10/12/18,1.42%,0%,0,0%,0,,
10/15/18,-0.59%,5%,0,0%,0,,
10/16/18,2.15%,0%,0,0%,0,,
10/17/18,-0.03%,-1%,0,0%,0,,
10/18/18,-1.44%,0%,0,0%,0,,
10/19/18,-0.04%,0%,0,0%,0,,
10/22/18,-0.43%,0%,0,0%,0,,
10/23/18,-0.55%,0%,0,0%,0,,
10/24/18,-3.09%,0%,1,-2%,0,,
10/25/18,1.86%,0%,0,0%,0,,
10/26/18,-1.73%,0%,0,0%,0,,
10/29/18,-0.66%,-2%,0,0%,0,,
10/30/18,1.57%,0%,0,0%,0,,
10/31/18,1.09%,1%,0,0%,0,,
11/1/18,1.06%,1%,0,0%,0,,
11/2/18,-0.63%,0%,0,0%,0,,
11/5/18,0.56%,1%,0,0%,0,,
11/6/18,0.63%,1%,0,0%,0,,
11/7/18,2.12%,1%,0,0%,0,,
11/8/18,-0.25%,-1%,0,0%,0,,
11/9/18,-0.92%,-1%,0,0%,0,,
11/12/18,-1.97%,0%,0,0%,0,,
11/13/18,-0.15%,-1%,0,0%,0,,
11/14/18,-0.76%,-9%,0,0%,0,,
11/15/18,1.06%,-2%,0,0%,0,,
11/16/18,0.22%,-1%,0,0%,0,,
11/19/18,-1.66%,-14%,0,0%,0,,
11/20/18,-1.82%,-8%,0,0%,0,,
11/21/18,0.30%,3%,0,0%,0,,
11/23/18,-0.66%,-5%,0,0%,0,,
11/26/18,1.55%,-13%,0,0%,0,,
11/27/18,0.33%,1%,0,0%,0,,
11/28/18,2.30%,12%,0,0%,0,,
11/29/18,-0.22%,1%,0,0%,0,,
11/30/18,0.82%,-6%,0,0%,0,,
12/3/18,1.09%,-3%,0,0%,0,,
12/4/18,-3.24%,2%,1,-10%,0,,
12/6/18,-0.15%,-12%,0,0%,0,,
12/7/18,-2.33%,-2%,1,-7%,0,,
12/10/18,0.18%,1%,0,0%,0,,
12/11/18,-0.04%,-2%,0,0%,0,,
12/12/18,0.54%,2%,0,0%,0,,
12/13/18,-0.02%,-5%,0,0%,0,,
12/14/18,-1.91%,-2%,0,0%,0,,
12/17/18,-2.08%,10%,1,25%,0,,
12/18/18,0.01%,5%,0,0%,0,,
12/19/18,-1.54%,1%,0,0%,0,,
12/20/18,-1.58%,11%,0,0%,0,,
12/21/18,-2.06%,-6%,1,-9%,1,,
12/24/18,-2.71%,5%,1,3%,0,,
12/26/18,4.96%,-6%,0,0%,0,,
12/27/18,0.86%,-5%,0,0%,0,,
12/28/18,-0.12%,8%,0,0%,0,,
12/31/18,0.85%,-5%,0,0%,0,,
1/2/19,0.13%,6%,0,0%,0,,
1/3/19,-2.48%,-3%,1,-7%,0,,
1/4/19,3.43%,1%,0,0%,0,,
1/7/19,0.70%,5%,0,0%,0,,
1/8/19,0.97%,0%,0,0%,0,,
1/9/19,0.41%,0%,0,0%,0,,
1/10/19,0.45%,-9%,0,0%,0,,
1/11/19,-0.01%,0%,0,0%,0,,
1/14/19,-0.53%,1%,0,0%,0,,
1/15/19,1.07%,-2%,0,0%,0,,
1/16/19,0.22%,1%,0,0%,0,,
1/17/19,0.76%,1%,0,0%,0,,
1/18/19,1.32%,-1%,0,0%,0,,
1/22/19,-1.42%,-1%,0,0%,0,,
1/23/19,0.22%,-1%,0,0%,0,,
1/24/19,0.14%,1%,0,0%,0,,
1/25/19,0.85%,0%,0,0%,0,,
1/28/19,-0.78%,-4%,0,0%,0,,
1/29/19,-0.15%,-1%,0,0%,0,,
1/30/19,1.55%,1%,0,0%,0,,
1/31/19,0.86%,-1%,0,0%,0,,
2/1/19,0.09%,1%,0,0%,0,,
2/4/19,0.68%,-1%,0,0%,0,,
2/5/19,0.47%,0%,0,0%,0,,
2/6/19,-0.22%,-2%,0,0%,0,,
2/7/19,-0.94%,-1%,0,0%,0,,
2/8/19,0.07%,8%,0,0%,0,,
2/11/19,0.07%,-1%,0,0%,0,,
2/12/19,1.29%,0%,0,0%,0,,
2/13/19,0.30%,0%,0,0%,0,,
2/14/19,-0.27%,0%,0,0%,0,,
2/15/19,1.09%,0%,0,0%,0,,
2/19/19,0.15%,9%,0,0%,0,,
2/20/19,0.18%,1%,0,0%,0,,
2/21/19,-0.35%,-1%,0,0%,0,,
2/22/19,0.64%,1%,0,0%,0,,
2/25/19,0.12%,-3%,0,0%,0,,
2/26/19,-0.08%,-1%,0,0%,0,,
2/27/19,-0.05%,0%,0,0%,0,,
2/28/19,-0.28%,0%,0,0%,0,,
3/1/19,0.69%,0%,0,0%,0,,
3/4/19,-0.39%,-3%,0,0%,0,,
3/5/19,-0.11%,4%,0,0%,0,,
3/6/19,-0.65%,0%,0,0%,0,,
3/7/19,-0.81%,0%,0,0%,0,,
3/8/19,-0.21%,0%,0,0%,0,,
3/11/19,1.47%,0%,0,0%,0,,
3/12/19,0.30%,0%,0,0%,0,,
3/13/19,0.69%,0%,0,0%,0,,
3/14/19,-0.09%,0%,0,0%,0,,
3/15/19,0.50%,1%,0,0%,0,,
3/18/19,0.37%,2%,0,0%,0,,
3/19/19,-0.01%,1%,0,0%,0,,
3/20/19,-0.29%,1%,0,0%,0,,
3/21/19,1.09%,-1%,0,0%,0,,
3/22/19,-1.90%,0%,0,0%,0,,
3/25/19,-0.08%,-2%,0,0%,0,,
3/26/19,0.72%,0%,0,0%,0,,
3/27/19,-0.46%,3%,0,0%,0,,
3/28/19,0.36%,0%,0,0%,0,,
3/29/19,0.67%,2%,0,0%,0,,
4/1/19,1.16%,19%,0,0%,0,,
4/2/19,0.00%,1%,0,0%,0,,
4/3/19,0.21%,-1%,0,0%,0,,
4/4/19,0.21%,3%,0,0%,0,,
4/5/19,0.46%,0%,0,0%,0,,
4/8/19,0.10%,3%,0,0%,0,,
4/9/19,-0.61%,2%,0,0%,0,,
4/10/19,0.35%,-5%,0,0%,0,,
4/11/19,0.00%,1%,0,0%,0,,
4/12/19,0.66%,0%,0,0%,0,,
4/15/19,-0.06%,3%,0,0%,0,,
4/16/19,0.05%,0%,0,0%,0,,
4/17/19,-0.23%,1%,0,0%,0,,
4/18/19,0.16%,0%,0,0%,0,,
4/22/19,0.10%,5%,0,0%,0,,
4/23/19,0.88%,-2%,0,0%,0,,
4/24/19,-0.22%,-5%,0,0%,0,,
4/25/19,-0.04%,1%,0,0%,0,,
4/26/19,0.47%,0%,0,0%,0,,
4/29/19,0.11%,2%,0,0%,0,,
4/30/19,0.10%,1%,0,0%,0,,
5/1/19,-0.75%,2%,0,0%,0,,
5/2/19,-0.21%,5%,0,0%,0,,
5/3/19,0.96%,2%,0,0%,0,,
5/6/19,-0.45%,0%,0,0%,0,,
5/7/19,-1.65%,3%,0,0%,0,,
5/8/19,-0.16%,3%,0,0%,0,,
5/9/19,-0.30%,3%,0,0%,0,,
5/10/19,0.37%,13%,0,0%,0,,
5/13/19,-2.41%,11%,1,11%,0,,
5/14/19,0.80%,3%,0,0%,0,,
5/15/19,0.58%,-4%,0,0%,0,,
5/16/19,0.89%,-6%,0,0%,0,,
5/17/19,-0.58%,-1%,0,0%,0,,
5/20/19,-0.67%,9%,0,0%,0,,
5/21/19,0.85%,-4%,0,0%,0,,
5/22/19,-0.28%,3%,0,0%,0,,
5/23/19,-1.19%,2%,0,0%,0,,
5/24/19,0.14%,1%,0,0%,0,,
5/28/19,-0.84%,8%,0,0%,0,,
5/29/19,-0.69%,-4%,0,0%,0,,
5/30/19,0.21%,3%,0,0%,0,,
5/31/19,-1.32%,0%,0,0%,0,,
6/3/19,-0.28%,-10%,0,0%,0,,
6/4/19,2.14%,1%,0,0%,0,,
6/5/19,0.82%,0%,0,0%,0,,
6/6/19,0.61%,3%,0,0%,0,,
6/7/19,1.05%,-1%,0,0%,0,,
6/10/19,0.47%,0%,0,0%,0,,
6/11/19,-0.03%,3%,0,0%,0,,
6/12/19,-0.20%,1%,0,0%,0,,
6/13/19,0.41%,6%,0,0%,0,,
6/14/19,-0.16%,2%,0,0%,0,,
6/17/19,0.09%,3%,0,0%,0,,
6/18/19,0.97%,2%,0,0%,0,,
6/19/19,0.30%,3%,0,0%,0,,
6/20/19,0.95%,7%,0,0%,0,,
6/21/19,-0.13%,5%,0,0%,0,,
6/24/19,-0.17%,10%,0,0%,0,,
6/25/19,-0.95%,10%,0,0%,0,,
6/26/19,-0.12%,-14%,0,0%,0,,
6/27/19,0.38%,11%,0,0%,0,,
6/28/19,0.58%,-4%,0,0%,0,,
7/1/19,0.77%,-9%,0,0%,0,,
7/2/19,0.29%,10%,0,0%,0,,
7/3/19,0.77%,-7%,0,0%,0,,
7/5/19,-0.18%,1%,0,0%,0,,
7/8/19,-0.48%,12%,0,0%,0,,
7/9/19,0.12%,-4%,0,0%,0,,
7/10/19,0.45%,-6%,0,0%,0,,
7/11/19,0.23%,4%,0,0%,0,,
7/12/19,0.46%,-4%,0,0%,0,,
7/15/19,0.02%,-17%,0,0%,0,,
7/16/19,-0.34%,3%,0,0%,0,,
7/17/19,-0.65%,10%,0,0%,0,,
7/18/19,0.36%,-1%,0,0%,0,,
7/19/19,-0.62%,2%,0,0%,0,,
7/22/19,0.28%,-8%,0,0%,0,,
7/23/19,0.68%,-1%,0,0%,0,,
7/24/19,0.47%,1%,0,0%,0,,
7/25/19,-0.53%,0%,0,0%,0,,
7/26/19,0.74%,-4%,0,0%,0,,
7/29/19,-0.16%,1%,0,0%,0,,
7/30/19,-0.26%,5%,0,0%,0,,
7/31/19,-1.09%,3%,0,0%,0,,
8/1/19,-0.90%,1%,0,0%,0,,
8/2/19,-0.73%,3%,0,0%,0,,
8/5/19,-2.98%,6%,1,1%,0,,
8/6/19,1.30%,4%,0,0%,0,,
8/7/19,0.08%,0%,0,0%,0,,
8/8/19,1.88%,-1%,0,0%,0,,
8/9/19,-0.66%,-5%,0,0%,0,,
8/12/19,-1.23%,-4%,0,0%,0,,
8/13/19,1.51%,-8%,0,0%,0,,
8/14/19,-2.93%,3%,1,1%,0,,
8/15/19,0.25%,1%,0,0%,0,,
8/16/19,1.44%,-1%,0,0%,0,,
8/19/19,1.21%,5%,0,0%,0,,
8/20/19,-0.79%,-6%,0,0%,0,,
8/21/19,0.82%,0%,0,0%,0,,
8/22/19,-0.05%,3%,0,0%,0,,
8/23/19,-2.59%,-3%,1,-8%,0,,
8/26/19,1.10%,0%,0,0%,0,,
8/27/19,-0.32%,-4%,0,0%,0,,
8/28/19,0.65%,-2%,0,0%,0,,
8/29/19,1.27%,1%,0,0%,0,,
8/30/19,0.06%,0%,0,0%,0,,
9/3/19,-0.69%,10%,0,0%,0,,
9/4/19,1.08%,0%,0,0%,0,,
9/5/19,1.30%,-2%,0,0%,0,,
9/6/19,0.09%,2%,0,0%,0,,
9/9/19,-0.01%,-4%,0,0%,0,,
9/10/19,0.03%,1%,0,0%,0,,
9/11/19,0.72%,3%,0,0%,0,,
9/12/19,0.29%,-1%,0,0%,0,,
9/13/19,-0.07%,0%,0,0%,0,,
9/16/19,-0.31%,-2%,0,0%,0,,
9/17/19,0.26%,0%,0,0%,0,,
9/18/19,0.03%,1%,0,0%,0,,
9/19/19,0.00%,-1%,0,0%,0,,
9/20/19,-0.49%,-2%,0,0%,0,,
9/23/19,-0.01%,-14%,0,0%,0,,
9/24/19,-0.84%,-1%,0,0%,0,,
9/25/19,0.62%,-4%,0,0%,0,,
9/26/19,-0.24%,2%,0,0%,0,,
9/27/19,-0.53%,0%,0,0%,0,,
